"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid"
1,"credit_card",0.098784,189.9534,10.7026010773,16.3317,719.832,2728.731125337,15285.06,58.8,1,0,0,0
1,"small_business",0.101808,815.6962,11.7587928942,3.8016,771.144,4781.7,52736.14,8.787,1,0,0,0
1,"small_business",0.09882,652.768875,10.3691688564,9.3228,754.38,6684.52125033,513.3375,3.54375,1,0,0,1
1,"debt_consolidation",0.104958,191.6978,10.4893986926,11.2312,694.557,4123.869,0,0,2,0,0,0
1,"debt_consolidation",0.111403,165.4077,10.4267752479,5.6727,690.184,3338.588,4807.6,60.903,1,0,0,0
1,"all_other",0.1435725,867.337875,11.3193582204,22.899,699.93,2071.12125033,25474.5,33.21,1,0,0,1
1,"debt_consolidation",0.108094,320.9794,10.4120421866,13.534,714.777,3395.949,10620.26,81.732,3,0,0,1
1,"small_business",0.0808,316.5037,11.5361605359,11.88,786.324,6012.292,91238.35,54.035,3,0,0,0
1,"small_business",0.09882,130.22775,11.2719078102,2.754,704.88,6741.94125033,4060.125,8.20125,1,0,0,0
1,"debt_consolidation",0.123578,164.1892,10.227897411,4.6056,674.337,4851.789,3321.22,46.158,2,0,1,0
1,"debt_consolidation",0.114534,506.7473,11.1129909561,14.9886,715.484,6102.402167004,40099.02,85.345,2,0,0,0
1,"home_improvement",0.09568125,550.972125,11.2221418368,0.612,754.38,3356.14125033,661.1625,3.24,1,0,0,0
1,"debt_consolidation",0.0784,184.2596,11.1121208384,9.9182,770.382,6489.651125337,5168.52,44.982,3,0,0,0
1,"debt_consolidation",0.117766,90.9707,10.75040901,14.3055,685.124,2640.308,11905.88,24.947,0,0,0,0
1,"debt_consolidation",0.07462125,94.30425,9.96960129024,12.954,764.28,6087.51,123.525,3.74625,3,0,0,0
1,"debt_consolidation",0.15141,341.8926,11.0241658873,13.2916,669.282,8066.769,21679.56,77.126,0,0,0,0
1,"small_business",0.077568,157.5095,10.1375601921,0.4257,801.504,2294.204,104.03,1.515,0,0,0,0
1,"educational",0.09882,351.610875,11.5482002592,12.1278,714.78,8582.35125033,8976.825,24.60375,1,0,1,0
1,"small_business",0.111132,483.63,11.6280547146,2.3432,704.667,6035.712125337,4830.42,32.83,0,1,0,0
1,"all_other",0.098576,81.1939,10.3863614778,0.495,710.424,1700.202167004,11911.94,59.893,0,0,0,0
1,"small_business",0.130815,513.702,10.858333398,23.7558,709.83,5167.84125033,467.775,11.44125,0,0,1,0
1,"debt_consolidation",0.129752,596.4084,11.1121208384,22.624,694.557,3185.703125337,5737.9,53.606,1,0,1,1
1,"debt_consolidation",0.101808,652.561,10.8920788416,9.9594,750.904,4007.52,6754.88,39.491,3,0,0,0
1,"credit_card",0.12443625,25.33275,10.04923814316,24.48,699.93,2673.04125033,12372.75,85.96125,3,0,0,0
1,"debt_consolidation",0.104958,191.6978,10.5265041635,20.3111,724.887,2334.441125337,8561.28,44.786,1,0,0,0
1,"all_other",0.133724,512.2215,11.0361657285,3.2571,680.064,3702.908,171.7,34.34,1,0,0,0
1,"debt_consolidation",0.1435725,555.103125,11.069250885,11.3526,655.38,2493.81,16122.0375,91.63125,2,0,0,0
1,"all_other",0.084574,139.4834,9.30244377572,0,734.997,1122.21,0,0,1,1,0,0
1,"home_improvement",0.117766,500.7479,10.3863614778,5.1183,700.304,4493.28,1353.4,54.136,3,1,0,1
1,"all_other",0.11167875,331.624125,10.312919049,9.3534,685.08,4068.9,8682.1875,71.17875,3,1,0,0
1,"all_other",0.108094,96.2948,10.7275406235,17.0892,689.502,1577.16,21068.04,41.552,3,0,0,0
1,"credit_card",0.149682,593.6982,11.4366247182,19.9188,675.004,8349.042167004,32730.06,92.718,2,4,0,0
1,"debt_consolidation",0.12119625,133.619625,9.97815576912,15.8202,665.28,4247.14125033,8000.775,17.2125,1,0,0,0
1,"home_improvement",0.114268,323.9194,11.5482210826,10.8474,684.447,5579.709,45853.22,65.366,0,0,0,1
1,"debt_consolidation",0.127361,257.1965,11.1332941335,4.5738,675.004,5190.548,7975.97,48.379,3,0,0,0
1,"credit_card",0.1148175,239.841,10.7290466538,24.7962,734.58,4662.9,6502.275,14.68125,3,0,0,0
1,"small_business",0.0784,307.1026,10.227897411,12.2614,810.822,7976.832125337,1437.66,9.016,1,0,0,0
1,"credit_card",0.117766,834.5731,11.3977962054,18.6912,730.664,1972.430167004,16860.94,33.431,0,0,0,0
1,"debt_consolidation",0.081,158.648625,10.578407811,10.9242,754.38,2285.95125033,1719.225,7.99875,2,0,0,0
1,"all_other",0.117306,312.3456,10.6237507308,20.8363,709.722,3305.97,8624.98,71.246,1,0,0,0
1,"debt_consolidation",0.104939,172.8918,10.6072735923,20.4831,740.784,2641.32,5555,28.482,0,0,0,0
1,"debt_consolidation",0.08737875,377.875125,11.2221418368,7.956,749.43,3356.1,3323.025,33.0075,2,0,0,0
1,"small_business",0.123578,804.4918,11.8121994902,5.8176,704.667,2164.593125337,23429.84,61.544,3,0,0,1
1,"credit_card",0.108171,823.1904,10.75040901,11.7414,735.724,1714.370167004,6148.88,8.383,1,0,0,1
1,"all_other",0.10843875,363.10275,11.2221418368,0.408,699.93,1603.84125033,2244.7125,28.755,3,0,0,0
1,"debt_consolidation",0.126616,209.4456,11.40790556,20.3515,684.447,8613.762125337,21802.06,91.238,0,0,0,0
1,"debt_consolidation",0.120897,100.596,11.1518194689,14.652,680.064,4189.722167004,14700.55,77.77,3,0,0,0
1,"debt_consolidation",0.09568125,414.851625,11.7431839692,10.7202,734.58,3861.04125033,15684.6375,25.7175,3,0,0,0
1,"debt_consolidation",0.135926,334.327,11.0778802729,24.9672,709.722,6914.271125337,23813.02,57.428,2,0,0,1
1,"debt_consolidation",0.172003,540.3702,11.4647782689,15.6519,669.944,6739.92,44988.43,87.668,1,0,0,1
1,"credit_card",0.09882,162.78975,10.657688892,1.4892,704.88,2940.3,3781.6875,21.76875,3,0,0,0
1,"home_improvement",0.098784,126.6356,10.489772837,16.4226,724.887,1577.16,2304.96,26.754,0,0,0,0
1,"debt_consolidation",0.127361,338.4207,10.75040901,11.8998,680.064,2731.430167004,7683.07,47.167,0,0,0,0
1,"debt_consolidation",0.11167875,298.46475,10.9287061254,8.4558,680.13,2732.44125033,12456.7875,60.44625,3,0,0,0
1,"credit_card",0.101822,228.977,10.8867458529,12.7563,709.722,1152.54,5707.52,43.806,0,0,0,0
1,"debt_consolidation",0.130492,509.8884,10.6072735923,6.0192,685.124,3278.88,5121.71,78.78,1,1,0,1
1,"debt_consolidation",0.10519875,492.8445,11.1014993886,11.5974,709.83,2227.5,24.3,0.30375,3,0,0,0
1,"debt_consolidation",0.117306,390.432,10.8215619477,22.8967,709.722,3218.055125337,16283.68,65.366,0,0,0,0
1,"debt_consolidation",0.111403,678.1544,10.4502546126,15.5628,730.664,3623.002167004,31881.66,32.623,3,0,0,1
1,"small_business",0.12767625,678.506625,10.7562482688,4.1208,680.13,3534.34125033,4161.375,92.44125,2,0,0,0
1,"debt_consolidation",0.104958,511.1974,10.7025000773,19.4223,729.942,3154.362125337,16403.24,76.342,1,0,0,0
1,"all_other",0.098576,811.9087,12.0840119235,4.9005,786.324,2184.908,54935.92,0,0,0,0,0
1,"home_improvement",0.11167875,99.48825,11.4617138064,12.036,709.83,6523.11,47007.3375,99.63,3,0,0,0
1,"credit_card",0.135926,132.8978,10.1866672011,22.119,669.282,4246.242125337,10725.12,80.654,1,0,0,0
1,"debt_consolidation",0.133724,682.962,11.1768840909,20.5227,705.364,4128.96,16973.05,64.741,1,0,0,0
1,"debt_consolidation",0.09882,325.569375,10.7562482688,3.2844,714.78,2643.34125033,9370.6875,63.7875,3,0,0,0
1,"debt_consolidation",0.104958,638.9992,10.9783885463,13.2411,734.997,4129.935,15870.12,39.004,0,0,0,0
1,"debt_consolidation",0.098576,779.4372,11.7992066643,0.2178,791.384,4370.870167004,4689.43,5.858,3,0,0,0
1,"debt_consolidation",0.08737875,320.2335,10.5151317132,13.4232,744.48,4067.91,3855.6,31.3875,1,0,0,0
1,"debt_consolidation",0.1421,505.9936,11.1929639755,15.756,669.282,3609.312125337,8898.4,62.622,2,0,0,0
1,"debt_consolidation",0.104939,294.9806,10.3896559899,14.3055,715.484,1640.494167004,4596.51,25.553,0,0,0,0
1,"debt_consolidation",0.1180575,334.661625,10.642798116,24.4392,734.58,3801.64125033,12076.0875,46.06875,1,0,0,0
1,"small_business",0.13279,332.808,11.2906388535,3.3835,669.282,5520.06,5155.78,71.638,3,1,0,1
1,"debt_consolidation",0.077568,94.5057,10.480718556,0.9009,776.204,5586.24,1150.39,27.371,3,0,0,0
1,"debt_consolidation",0.09882,195.341625,10.3372912554,5.5386,699.93,2791.84125033,5346,41.1075,1,0,0,0
1,"credit_card",0.09261,313.698,11.1929639755,11.8069,734.997,2670.051,13334.86,62.034,3,0,0,0
1,"debt_consolidation",0.114534,398.748,10.4398880256,8.6328,695.244,4312.174167004,11245.34,71.609,2,0,0,0
1,"home_improvement",0.1148175,333.1125,11.4497482578,15.096,704.88,2940.3,23918.2875,46.27125,1,0,0,0
1,"debt_consolidation",0.108094,304.9368,11.3374958239,11.413,699.612,4428.18,9516.78,69.972,3,1,0,0
1,"debt_consolidation",0.0808,94.9501,10.3863614778,2.574,750.904,4432.56,2480.56,23.634,3,1,0,0
1,"debt_consolidation",0.14043375,345.414375,10.683956442,13.4538,655.38,4009.5,12118.6125,89.1,2,0,0,1
1,"small_business",0.09261,188.2188,11.1121208384,13.2916,740.052,4519.17,31772.58,53.9,2,0,0,0
1,"major_purchase",0.084032,184.4361,10.3590378639,0.7128,750.904,2800.246167004,1361.48,5.252,2,0,0,0
1,"debt_consolidation",0.16918875,719.05725,11.303785401,20.4918,655.38,4068.9,26583.1875,75.22875,3,0,0,0
1,"debt_consolidation",0.104958,498.4182,10.8867458529,14.7258,724.887,5276.409,20421.24,61.348,1,0,0,1
1,"credit_card",0.095445,461.5094,11.6948997594,11.0682,745.844,3703.92,11299.88,56.56,1,0,0,0
1,"all_other",0.081,317.287125,11.9033277942,0,779.13,8286.3,0,0,0,0,0,0
1,"home_improvement",0.084574,27.9006,11.0603146155,0.3232,724.887,1698.522125337,163.66,3.234,2,0,0,0
1,"debt_consolidation",0.117766,333.8353,10.2058631334,15.2856,695.244,2184.908,11106.97,76.053,1,0,0,0
1,"major_purchase",0.10206,32.713875,10.7562482688,20.9406,724.68,3326.4,2336.85,46.7775,0,0,0,0
1,"debt_consolidation",0.117306,471.772,11.1929639755,8.686,694.557,3305.97,15195.88,93.786,0,0,0,1
1,"debt_consolidation",0.114534,265.832,9.9849510189,9.702,690.184,3248.562167004,7797.2,64.337,3,0,0,0
1,"debt_consolidation",0.10843875,165.047625,11.04496902,7.089,680.13,4186.75125033,12122.6625,71.685,2,0,1,0
1,"all_other",0.095648,661.745,10.8215619477,1.8079,775.437,2066.526125337,139.16,0.588,0,0,0,0
1,"home_improvement",0.098576,487.1432,10.0641933018,5.7123,786.324,4614.762167004,3080.5,2.929,1,0,0,1
1,"debt_consolidation",0.1148175,499.66875,11.1826261902,8.7822,690.03,5077.71,14633.6625,46.06875,3,0,0,0
1,"all_other",0.095648,176.4686,10.7026010773,7.5447,714.777,2971.329,7685.16,42.924,1,0,0,0
1,"debt_consolidation",0.104939,163.8826,11.0390146515,15.5628,715.484,3005.64,5819.62,43.733,0,0,0,1
1,"home_improvement",0.08737875,320.2335,11.8329550668,6.528,734.58,4039.2,2368.2375,44.65125,1,0,0,0
1,"debt_consolidation",0.135926,367.7548,10.9280568628,21.1393,679.392,2365.782125337,17087.28,91.336,3,0,0,0
1,"debt_consolidation",0.098576,487.1432,10.8059375754,14.949,771.144,8015.082167004,11764.48,14.948,0,0,0,1
1,"debt_consolidation",0.1468125,671.763375,10.630726977,10.0572,660.33,2910.6,8840.1375,57.40875,0,0,0,1
1,"debt_consolidation",0.148274,170.177,11.0427265664,21.5332,674.337,3639.642125337,21765.8,96.334,1,0,0,0
1,"debt_consolidation",0.087163,223.614,10.538970651,2.7126,735.724,2337.762167004,6560.96,40.501,0,0,0,0
1,"debt_consolidation",0.11167875,364.793625,10.1217559836,6.9564,690.03,1514.7,3079.0125,85.55625,2,0,0,1
1,"all_other",0.114268,323.9194,10.4120421866,8.6456,689.502,1213.2,1960,45.57,0,0,0,0
1,"major_purchase",0.098576,324.7655,9.9849510189,2.673,725.604,5230.016,3754.17,16.261,1,1,0,1
1,"debt_consolidation",0.15957,425.725875,11.7431839692,18.921,660.33,4514.44125033,35276.5125,90.72,2,0,0,0
1,"all_other",0.09261,219.5886,11.5547583177,10.9686,724.887,4124.88,5151.86,32.242,3,0,0,1
1,"debt_consolidation",0.143218,553.7325,11.7308471544,3.366,669.944,2641.32,15344.93,33.734,0,0,0,0
1,"all_other",0.1148175,333.1125,10.46638524,5.4774,680.13,2702.74125033,3285.5625,54.77625,1,0,1,0
1,"debt_consolidation",0.120442,480.4842,10.6293046804,22.1594,709.722,1971.492125337,14400.12,42.238,2,0,0,1
1,"all_other",0.0808,227.8863,11.2133299311,5.4846,771.144,4310.150167004,442.38,0.808,2,0,0,0
1,"all_other",0.09882,260.4555,10.8085674246,19.0944,734.58,6503.31,39087.5625,68.54625,1,0,0,0
1,"debt_consolidation",0.104958,93.4528,10.3056280614,6.6862,689.502,1212.189,6478.78,48.118,2,0,0,0
1,"debt_consolidation",0.143218,276.8713,10.4251899807,20.5029,669.944,4189.722167004,5780.23,52.52,0,0,0,0
1,"home_improvement",0.081,158.648625,11.5155775482,3.825,754.38,12541.3612533,8470.575,7.18875,3,0,0,0
1,"debt_consolidation",0.117306,344.8816,10.6782724094,15.049,689.502,2607.369,7431.34,79.086,0,0,0,1
1,"debt_consolidation",0.104939,196.6571,9.63184282335,7.425,700.304,1943.04,4569.24,95.142,0,0,0,0
1,"home_improvement",0.10206,261.6705,11.2555874532,0.8262,704.88,3623.4,3640.95,25.41375,2,0,1,0
1,"major_purchase",0.157584,862.3216,10.8215619477,6.464,674.337,5216.76,12449.92,53.018,3,3,0,1
1,"credit_card",0.095445,151.9545,10.9713211245,11.0187,725.604,5270.496,16891.24,42.117,0,0,0,0
1,"home_improvement",0.09568125,648.2025,11.9291519604,4.2738,779.13,5107.41,314.8875,0,1,0,0,0
1,"debt_consolidation",0.126616,164.9144,11.296265614,19.8667,694.557,4761.81,19375.58,90.552,2,0,0,0
1,"debt_consolidation",0.101808,587.3049,11.0130742953,10.8999,740.784,3429.668,10934.26,41.915,0,0,0,0
1,"home_improvement",0.09568125,648.2025,10.9173093594,0.8262,789.03,3415.54125033,284.5125,1.72125,1,0,0,0
1,"all_other",0.148274,680.6982,11.364076307,10.3525,669.282,3368.652,4203.22,64.68,2,0,0,0
1,"debt_consolidation",0.130492,815.8174,11.1855089115,14.9292,705.364,4493.28,21577.64,87.365,0,0,0,1
1,"all_other",0.09882,520.911,13.5227451966,1.6422,734.58,6326.14125033,22909.8375,27.64125,1,0,0,0
1,"debt_consolidation",0.138964,402.9662,11.3192873419,18.3416,669.282,3244.341125337,11032.84,70.266,3,0,0,0
1,"debt_consolidation",0.104939,393.3041,10.2446916363,16.83,725.604,3247.550167004,0,0,2,0,0,0
1,"debt_consolidation",0.14043375,267.694875,10.5151317132,25.1736,675.18,1485,27333.45,67.635,1,0,0,0
1,"all_other",0.095648,472.6736,11.1929639755,11.4635,745.107,4033.89,3757.32,32.634,2,0,0,1
1,"debt_consolidation",0.136855,651.6924,11.7587928942,1.6533,685.124,5434.482167004,9510.16,96.051,3,0,0,0
1,"debt_consolidation",0.12443625,297.178875,11.0361738456,20.4408,685.08,3326.4,26129.5875,60.5475,3,0,0,0
1,"all_other",0.084574,309.9544,11.1121208384,9.0294,740.052,4488.84,15843.66,43.414,2,0,0,0
1,"debt_consolidation",0.114534,365.519,10.75040901,9.2961,695.244,2735.478167004,12804.78,44.036,0,0,1,0
1,"debt_consolidation",0.12443625,285.363,14.8189215696,0.1326,665.28,1280.11125033,8856.3375,52.4475,3,0,0,0
1,"debt_consolidation",0.104958,670.9472,11.1929639755,2.929,729.942,1395.222125337,5580.12,17.346,1,0,0,1
1,"debt_consolidation",0.133724,341.481,10.9864359198,18.018,680.064,4675.482167004,12128.08,54.742,3,1,0,0
1,"debt_consolidation",0.12119625,282.366,11.0647381296,21.3792,690.03,4572.85125033,14305.6125,85.15125,2,0,0,0
1,"home_improvement",0.101822,477.0248,11.7057853751,9.0092,719.832,3092.691125337,15241.94,19.6,0,0,0,0
1,"home_improvement",0.120897,301.788,11.1768840909,19.1763,690.184,9167.750167004,27235.66,70.902,3,0,1,0
1,"all_other",0.1180575,334.661625,11.2879711272,13.5966,704.88,4339.17,2417.85,49.30875,0,0,0,0
1,"debt_consolidation",0.123578,229.859,10.5677343734,9.7263,674.337,1304.232125337,11464.04,76.93,0,0,0,0
1,"credit_card",0.098576,243.5716,11.2934893005,12.1968,730.664,1973.442167004,5625.7,25.654,2,0,0,0
1,"major_purchase",0.09568125,226.870875,10.11392600664,6.1098,704.88,4425.3,4699.0125,33.51375,0,0,0,0
1,"debt_consolidation",0.114268,388.6974,10.8867458529,10.1505,689.502,2699.37,15458.52,43.904,2,0,0,0
1,"debt_consolidation",0.133724,512.2215,10.6455942747,9.9297,680.064,4159.32,9380.88,72.114,3,0,0,0
1,"debt_consolidation",0.13719375,292.26825,10.469945448,17.9112,655.38,1870.11,17706.6,91.7325,3,0,0,0
1,"debt_consolidation",0.081536,401.114,10.3708119767,0.8383,815.877,5246.079,204.82,2.254,1,0,0,0
1,"debt_consolidation",0.130492,225.1997,10.1375601921,19.7307,675.004,5797.790167004,15199.49,72.013,3,0,0,0
1,"all_other",0.12119625,369.765,10.7010997044,16.1466,675.18,4365.9,23543.6625,72.9,1,0,0,0
1,"debt_consolidation",0.123578,591.0576,11.2532803978,14.1602,689.502,3609.312125337,10553.62,61.74,2,1,0,0
1,"credit_card",0.140087,861.3987,10.9403811099,17.1072,700.304,8804.442167004,21570.57,42.42,2,0,0,0
1,"debt_consolidation",0.09568125,324.10125,11.6800710612,7.5888,719.73,3326.4,30257.55,44.145,3,0,0,0
1,"home_improvement",0.098784,791.4676,11.5762484917,10.5242,765.327,12101.71212837,16058.28,11.074,3,0,0,0
1,"debt_consolidation",0.108171,329.2802,11.1293549631,10.2663,710.424,11415.36,27156.88,26.462,2,0,0,0
1,"debt_consolidation",0.130815,340.767,10.7345453208,6.8748,665.28,2582.91,7155.3375,66.6225,1,0,0,0
1,"credit_card",0.114268,388.6974,11.8534297102,13.0694,689.502,3760.92,35737.66,61.642,1,0,0,0
1,"debt_consolidation",0.127361,304.5756,10.3180585365,14.5332,695.244,4705.842167004,14514.71,61.509,0,1,0,1
1,"debt_consolidation",0.11167875,497.44125,12.1541438358,9.7104,694.98,3742.24125033,26193.375,56.80125,0,1,0,1
1,"debt_consolidation",0.111132,407.8662,10.7026010773,22.1796,724.887,4338.243125337,1692.46,8.722,2,0,0,0
1,"credit_card",0.16564,642.7539,11.7992066643,23.7897,680.064,4341.522167004,29134.46,58.479,2,0,0,1
1,"home_improvement",0.12443625,411.996375,10.7669289948,9.4962,680.13,5613.34125033,2358.1125,39.8925,0,0,0,0
1,"all_other",0.072226,60.858,10.5677343734,0.8686,805.767,11555.73,317.52,0.196,0,0,0,0
1,"debt_consolidation",0.127361,203.0504,10.7115804972,3.8511,675.004,6041.682167004,21053.45,48.177,3,0,0,0
1,"debt_consolidation",0.11167875,497.44125,11.3377371006,15.81,699.93,2346.34125033,12726.1125,46.7775,0,0,0,1
1,"debt_consolidation",0.108094,320.9794,10.8654819088,13.6148,709.722,3033,9503.06,56.84,3,0,0,0
1,"all_other",0.111403,330.8053,10.3180585365,2.5839,705.364,2398.482167004,2981.52,30.401,1,0,0,0
1,"debt_consolidation",0.10843875,181.551375,10.833753897,12.3624,685.08,7068.64125033,13594.8375,83.93625,0,0,0,0
1,"all_other",0.120442,653.7188,11.1929639755,13.635,699.612,2396.112125337,5924.1,34.202,1,0,1,1
1,"debt_consolidation",0.111403,727.7757,11.2934893005,17.2161,725.604,4523.64,19102.13,34.441,2,0,0,0
1,"debt_consolidation",0.134055,410.7915,11.0956081338,18.1764,660.33,7275.51,18825.4125,35.4375,0,5,1,0
1,"all_other",0.0784,307.1026,10.96758899,2.121,800.712,5276.409,0,0,1,0,0,0
1,"credit_card",0.095445,413.8273,10.9713211245,8.7714,750.904,5190.548,13339.07,78.477,3,0,0,0
1,"all_other",0.11167875,159.18525,10.8822396174,2.3868,680.13,1930.5,3313.9125,45.36,0,0,0,0
1,"debt_consolidation",0.120442,621.0358,11.6773327863,10.1101,694.557,5307.792125337,18980.64,37.828,2,3,0,0
1,"all_other",0.108171,790.2644,11.0446880148,0.5643,735.724,5100.522167004,789.82,3.03,2,0,0,1
1,"educational",0.11167875,596.9295,10.8767447958,6.273,699.93,2791.84125033,6441.525,70.065,3,0,0,0
1,"all_other",0.095648,346.6358,11.4471851064,5.9388,724.887,4549.5,15035.16,49,1,1,0,0
1,"debt_consolidation",0.111403,208.4135,10.8585163071,9.1179,695.244,7133.588,879.71,8.181,1,0,0,0
1,"credit_card",0.08424,255.0285,12.0568183632,8.8026,744.48,6087.55125033,13403.475,23.2875,1,0,0,0
1,"debt_consolidation",0.123578,295.5288,10.9279760628,7.2215,674.337,2607.369,1879.64,55.272,2,0,0,0
1,"credit_card",0.104939,468.6905,10.2058631334,21.0672,761.024,2761.790167004,5705.49,30.502,3,0,0,0
1,"debt_consolidation",0.09568125,233.350875,10.9287061254,0.816,709.83,2702.74125033,3373.65,30.9825,1,0,0,1
1,"all_other",0.169932,877.6488,11.5868245047,18.988,669.282,11646.76212837,14411.88,75.46,1,2,0,0
1,"debt_consolidation",0.127361,676.8313,11.2251863592,14.3649,700.304,1912.68,27400.29,39.39,0,0,0,0
1,"debt_consolidation",0.130815,272.615625,11.3793755304,4.1616,660.33,5761.8,1166.4,13.26375,0,3,0,0
1,"debt_consolidation",0.126616,370.2342,10.4566925292,23.5431,719.832,3821.58,8660.26,51.548,2,0,0,1
1,"all_other",0.098576,30.8555,9.9428169951,22.1562,750.904,4523.64,2268.46,9.999,0,0,0,0
1,"debt_consolidation",0.10519875,394.277625,10.5151317132,0,704.88,4395.6,9373.725,72.09,3,0,0,0
1,"debt_consolidation",0.129752,397.6056,10.3056280614,12.0796,674.337,4943.832125337,8497.58,60.27,2,0,0,0
1,"debt_consolidation",0.140087,482.3861,10.9324926216,20.2455,685.124,2707.1,20265.65,66.66,0,0,0,0
1,"educational",0.1148175,333.1125,10.3440686964,8.9658,685.08,3800.65125033,1592.6625,39.79125,3,0,0,1
1,"debt_consolidation",0.081536,370.2636,11.5216405995,1.6463,800.712,5792.061125337,4271.82,14.994,0,0,0,0
1,"all_other",0.133724,341.481,10.8585163071,10.791,669.944,2033.150167004,10155.55,55.449,2,0,1,0
1,"major_purchase",0.13719375,412.614,11.3793755304,17.4114,660.33,7489.39125033,2580.8625,58.62375,3,0,0,0
1,"debt_consolidation",0.104958,268.3828,10.9479767191,16.6347,709.722,4579.872125337,15700.58,65.464,1,0,0,0
1,"all_other",0.101808,815.6962,10.7873868564,0,771.144,6497.082167004,0,0,1,0,0,0
1,"debt_consolidation",0.12119625,403.38,11.5774146708,14.3616,675.18,7157.74125033,22482.5625,89.91,0,0,1,0
1,"debt_consolidation",0.09261,313.698,11.8534297102,5.3328,734.997,9220.32,9249.24,32.83,3,0,0,0
1,"debt_consolidation",0.087163,319.4428,11.2934893005,5.8509,740.784,5829.162167004,18526.43,26.462,0,1,0,0
1,"all_other",0.10206,392.50575,12.0107955246,21.624,764.28,6682.54125033,75821.0625,0,0,0,0,0
1,"all_other",0.101822,159.0148,10.00252242853,14.9682,709.722,2882.403125337,4775.54,26.362,0,0,0,0
1,"credit_card",0.114534,498.435,11.2251863592,10.3851,705.364,3126.110167004,11445.32,40.097,1,0,0,0
1,"debt_consolidation",0.12443625,648.38475,11.0956081338,19.3086,694.98,3652.11,20283.4125,83.835,0,0,0,1
1,"debt_consolidation",0.123578,177.3212,10.7151478225,12.2412,674.337,2759.061125337,4473.7,66.738,3,1,0,0
1,"major_purchase",0.114534,299.061,11.3977962054,1.188,690.184,5191.56,4040,80.8,1,0,0,0
1,"all_other",0.1180575,117.136125,11.1196298274,12.6276,665.28,7454.74125033,0,0,0,2,0,0
1,"all_other",0.111132,225.694,10.8215619477,10.0192,694.557,2547.762125337,1731.66,33.908,3,0,1,0
1,"all_other",0.133724,409.7772,10.5886189332,14.256,680.064,3764.64,775.68,64.64,2,0,0,0
1,"credit_card",0.09882,309.288375,11.2889906172,4.896,709.83,5019.34125033,12378.825,46.17,1,1,1,0
1,"all_other",0.072226,91.2772,10.6899987821,1.5655,810.822,3700.26,2669.52,7.742,1,0,0,0
1,"all_other",0.0808,110.7768,10.6826906439,0.6138,750.904,7256.082167004,311.08,17.271,1,0,0,0
1,"debt_consolidation",0.081,38.080125,9.7944301092,2.4786,739.53,2227.5,1970.325,6.58125,1,0,0,0
1,"all_other",0.098784,126.6356,11.0279054123,19.6243,724.887,4822.47,4357.08,60.466,3,0,0,0
1,"debt_consolidation",0.101808,293.6575,10.4656037607,5.1183,715.484,2216.28,8570.86,67.468,2,0,0,0
1,"all_other",0.13719375,206.307,11.408109828,23.8374,675.18,6533.01,20073.825,39.4875,0,0,0,0
1,"credit_card",0.09261,156.849,10.7026010773,6.0297,729.942,2850.051125337,3147.76,34.986,3,1,0,0
1,"credit_card",0.136855,411.5952,10.8059375754,14.8401,675.004,4552.988,11027.18,59.59,1,0,0,0
1,"educational",0.09568125,324.10125,11.3793755304,9.5676,714.78,1840.41,8960.625,32.70375,0,0,0,0
1,"all_other",0.101822,127.2138,10.4120421866,6.1004,704.667,6399.63,10158.68,63.112,3,0,1,0
1,"debt_consolidation",0.124129,370.5589,10.3973008095,11.484,685.124,1518,10872.65,61.105,0,0,0,0
1,"all_other",0.1148175,666.225,11.1333902292,5.2938,704.88,8316,5550.525,17.6175,1,2,0,1
1,"debt_consolidation",0.09261,470.547,11.1517337555,6.5246,760.272,4549.5,5092.08,33.908,0,0,0,0
1,"all_other",0.098576,811.9087,11.0446880148,4.8708,801.504,4189.68,3145.14,11.413,1,0,0,0
1,"all_other",0.10519875,275.997375,10.6724819724,20.0022,709.83,4395.55874967,215.6625,7.18875,1,0,1,0
1,"debt_consolidation",0.117306,244.02,9.96129221358,11.0494,684.447,1941.12,6321,69.482,3,0,0,0
1,"credit_card",0.124129,404.2424,11.2934893005,8.7219,685.124,2368.122167004,15640.86,33.431,2,0,0,0
1,"all_other",0.08737875,256.192875,11.1161841042,10.9956,724.68,3356.1,5693.2875,68.54625,1,0,0,0
1,"credit_card",0.101822,127.2138,10.9868276619,13.2209,709.722,4489.851,1281.84,6.762,1,0,0,0
1,"debt_consolidation",0.095445,452.6214,10.538970651,5.2569,745.844,3066.36,11671.56,24.543,0,0,0,0
1,"major_purchase",0.1148175,119.9205,11.1333902292,13.7802,675.18,3474.9,630.7875,31.48875,1,0,0,0
1,"all_other",0.101822,795.0446,11.6280547146,7.3225,745.107,3821.58,0,0,0,1,0,0
1,"all_other",0.136855,411.5952,11.6575368327,8.2368,669.944,3096.762167004,22264.44,82.416,3,0,0,0
1,"credit_card",0.081,253.83375,10.5894679362,8.721,774.18,5494.5,8902.9125,19.035,2,0,0,0
1,"debt_consolidation",0.129752,435.708,10.6425751815,20.8666,684.447,4670.862125337,2740.08,38.024,0,0,0,0
1,"all_other",0.108171,493.9203,11.1768840909,6.831,715.484,7498.92,8380.98,38.986,3,0,1,0
